4058823082976;JUNE;27
4058823082983;JUNE;21
4058823083010;JUNE;27
4058823083027;JUNE;22
4058823083058;JUNE;25
4058823083065;JUNE;13
4058823083119;JUNE;15
4058823083133;JUNE;13
4058823083140;JUNE;13
4058823083171;JUNE;18
4058823083188;JUNE;12
4058823083218;JUNE;27
4058823083225;JUNE;9
4058823083256;JUNE;18
4058823083263;JUNE;17
4058823083294;JUNE;3
4058823083300;JUNE;13
4058823083331;JUNE;12
4058823083348;JUNE;6
4058823083379;JUNE;32
4058823083386;JUNE;33
4058823092241;APRIL;2
4058823092258;APRIL;2
4058823092265;APRIL;3
4058823092272;APRIL;2
4058823092289;APRIL;3
4058823092296;APRIL;5
4058823092302;APRIL;6
4058823092319;APRIL;7
4058823092326;APRIL;5
4058823092333;APRIL;5
4058823092340;APRIL;2
4058823092357;APRIL;3
4058823092364;APRIL;2
4058823092371;APRIL;2
4058823092388;APRIL;2
4058823092395;APRIL;2
4058823092401;APRIL;2
4058823092418;APRIL;3
4058823092425;APRIL;3
4058823092432;APRIL;2
4058823092449;APRIL;1
4058823092456;APRIL;1
4058823092463;APRIL;2
4058823092470;APRIL;1
4058823092487;APRIL;2
4058823092494;APRIL;1
4058823092883;APRIL;1
4058823092890;APRIL;3
4058823092906;APRIL;2
4058823092913;APRIL;2
4058823092920;APRIL;2
4058823092937;APRIL;1
4058823092944;APRIL;1
4058823092951;APRIL;1
4058823092968;APRIL;1
4058823092975;APRIL;1
4058823101776;APRIL;1
4058823101790;APRIL;2
4058823103763;JUNE;1
4058823111782;JUNE;1
4058823112581;APRIL;1
4058823113441;APRIL;1
4058823113465;APRIL;2
4058823114332;APRIL;1
4058823119306;JUNE;1
4058823124300;JUNE;1
4058823124324;JUNE;1
4058823124331;JUNE;1
4058823124362;JUNE;1
4058823124423;JUNE;1
4058823124454;JUNE;1
4058823159531;JUNE;1
4058823189507;APRIL;339
4058823189514;APRIL;200
4058823189521;APRIL;125
4058823189538;APRIL;179
4058823189545;APRIL;250
4058823189552;APRIL;165
4058823189569;APRIL;187
4058823189576;APRIL;108
4058823189583;APRIL;199
4058823189606;APRIL;139
4058823189620;APRIL;254
4058823189637;APRIL;188
4058823189644;APRIL;166
4058823189651;APRIL;57
4058823189668;APRIL;149
4058823189675;APRIL;76
4058823189699;APRIL;251
4058823189705;APRIL;565
4058823189712;APRIL;232
4058823189729;APRIL;140
4058823189736;APRIL;394
4058823189743;APRIL;105
4058823189750;APRIL;155
4058823189767;APRIL;135
4058823189774;APRIL;167
4058823189781;APRIL;221
4058823189798;APRIL;226
4058823189804;APRIL;211
4058823189811;APRIL;169
4058823189828;APRIL;255
4058823189835;APRIL;188
4058823189842;APRIL;111
4058823189859;APRIL;271
4058823189989;APRIL;393
4058823190947;JUNE;3
4058823190978;JUNE;2
4058823190985;JUNE;3
4058823191029;JUNE;3
4058823191050;JUNE;1
4058823191067;JUNE;1
4058823191104;JUNE;1
4058823191142;JUNE;1
4058823197519;JUNE;1
4058823208239;APRIL;1
4058823208246;APRIL;1
4058823214315;JUNE;1
4058823214346;JUNE;2
4058823214377;JUNE;2
4058823217163;JUNE;1
4058823217187;JUNE;6
4058823217194;JUNE;1
4058823217217;JUNE;7
4058823217224;JUNE;1
4058823217248;JUNE;8
4058823217279;JUNE;14
4058823217309;JUNE;5
4058823217330;JUNE;2
4058823224574;JUNE;16
4058823224604;JUNE;23
4058823224635;JUNE;24
4058823224642;JUNE;24
4058823224659;JUNE;1
4058823224666;JUNE;47
4058823224673;JUNE;18
4058823224697;JUNE;3
4058823224703;JUNE;39
4058823224710;JUNE;28
4058823224727;JUNE;2
4058823224734;JUNE;2
4058823224741;JUNE;31
4058823224758;JUNE;47
4058823224765;JUNE;1
4058823224819;JUNE;1
4058823224826;JUNE;11
4058823224833;JUNE;14
4058823227476;JUNE;8
4058823227506;JUNE;13
4058823227537;JUNE;23
4058823227544;JUNE;19
4058823227568;JUNE;31
4058823227575;JUNE;14
4058823227599;JUNE;1
4058823227605;JUNE;33
4058823227612;JUNE;15
4058823227636;JUNE;1
4058823227643;JUNE;42
4058823227650;JUNE;32
4058823227711;JUNE;1
4058823227728;JUNE;13
4058823227735;JUNE;3
4058823228763;JUNE;3
4058823228794;JUNE;10
4058823228824;JUNE;9
4058823228831;JUNE;9
4058823228855;JUNE;13
4058823228862;JUNE;13
4058823228893;JUNE;16
4058823228909;JUNE;11
4058823228930;JUNE;23
4058823228947;JUNE;17
4058823229012;JUNE;14
4058823229029;JUNE;4
4058823229302;JUNE;1
4058823231374;JUNE;7
4058823231404;JUNE;6
4058823231435;JUNE;14
4058823231442;JUNE;9
4058823231466;JUNE;6
4058823231473;JUNE;7
4058823231497;JUNE;1
4058823231503;JUNE;17
4058823231510;JUNE;10
4058823231541;JUNE;17
4058823231558;JUNE;14
4058823231626;JUNE;11
4058823231633;JUNE;2
4058823231664;JUNE;2
4058823232234;JUNE;11
4058823232265;JUNE;19
4058823232296;JUNE;35
4058823232302;JUNE;24
4058823232319;JUNE;1
4058823232326;JUNE;51
4058823232333;JUNE;20
4058823232357;JUNE;2
4058823232364;JUNE;56
4058823232371;JUNE;26
4058823232395;JUNE;2
4058823232401;JUNE;60
4058823232418;JUNE;36
4058823232487;JUNE;33
4058823232494;JUNE;3
4058823243407;JUNE;8
4058823243438;JUNE;11
4058823243469;JUNE;8
4058823243476;JUNE;16
4058823243490;JUNE;10
4058823243506;JUNE;10
4058823243551;JUNE;18
4058823243568;JUNE;10
4058823243612;JUNE;14
4058823243629;JUNE;23
4058823243711;JUNE;13
4058823243728;JUNE;5
4058823243841;JUNE;8
4058823243872;JUNE;16
4058823243896;JUNE;2
4058823243902;JUNE;18
4058823243919;JUNE;19
4058823243933;JUNE;17
4058823243940;JUNE;12
4058823243971;JUNE;22
4058823243988;JUNE;15
4058823243995;JUNE;1
4058823244008;JUNE;2
4058823244015;JUNE;31
4058823244022;JUNE;31
4058823244039;JUNE;1
4058823244084;JUNE;1
4058823244091;JUNE;14
4058823244107;JUNE;2
4058823245449;JUNE;7
4058823245470;JUNE;3
4058823245500;JUNE;11
4058823245517;JUNE;23
4058823245531;JUNE;8
4058823245548;JUNE;6
4058823245579;JUNE;11
4058823245586;JUNE;16
4058823245616;JUNE;24
4058823245623;JUNE;14
4058823245692;JUNE;20
4058823245708;JUNE;1
4058823249461;JUNE;11
4058823249492;JUNE;11
4058823249539;JUNE;16
4058823249577;JUNE;10
4058823249614;JUNE;5
4058823249652;JUNE;2
4058823249843;JUNE;5
4058823249874;JUNE;11
4058823249928;JUNE;19
4058823249973;JUNE;16
4058823250023;JUNE;5
4058823250078;JUNE;3
4058823257084;JUNE;1
4058823257091;JUNE;1
4058823257336;JUNE;1
4058823257350;JUNE;1
4058823257367;JUNE;1
4058823257374;JUNE;1
4058823257398;JUNE;1
4058823257404;JUNE;1
4058823257428;JUNE;1
4058823257435;JUNE;1
4058823257442;JUNE;1
4058823257466;JUNE;1
4058823257527;JUNE;1
4058823257558;JUNE;1
4058823257565;JUNE;1
4058823257596;JUNE;1
4058823257602;JUNE;1
4058823257633;JUNE;1
4058823257718;JUNE;1
4058823258036;JUNE;1
4058823258043;JUNE;1
4058823258067;JUNE;1
4058823258074;JUNE;1
4058823258104;JUNE;1
4058823258135;JUNE;1
4058823258142;JUNE;1
4058823258166;JUNE;1
4058823258173;JUNE;1
4058823258180;JUNE;1
4058823258203;JUNE;1
4058823258227;JUNE;1
4058823258258;JUNE;2
4058823258289;JUNE;1
4058823258296;JUNE;1
4058823258302;JUNE;1
4058823259019;JUNE;1
4058823260183;JUNE;1
4058823260213;JUNE;1
4058823260305;JUNE;1
4058823260329;JUNE;1
4058823260336;JUNE;1
4058823260404;JUNE;2
4058823260428;JUNE;1
4058823260435;JUNE;3
4058823260459;JUNE;2
4058823260466;JUNE;1
4058823260480;JUNE;3
4058823260497;JUNE;2
4058823260510;JUNE;1
4058823260527;JUNE;2
4058823260541;JUNE;1
4058823260558;JUNE;2
4058823260589;JUNE;4
4058823260619;JUNE;1
4058823260893;JUNE;1
4058823260909;JUNE;1
4058823260916;JUNE;1
4058823260923;JUNE;1
4058823260930;JUNE;1
4058823260961;JUNE;1
4058823260978;JUNE;1
4058823260985;JUNE;1
4058823260992;JUNE;2
4058823261005;JUNE;1
4058823261012;JUNE;1
4058823261043;JUNE;2
4058823261050;JUNE;1
4058823261067;JUNE;1
4058823261074;JUNE;1
4058823261081;JUNE;1
4058823261098;JUNE;1
4058823261111;JUNE;1
4058823261128;JUNE;1
4058823261142;JUNE;1
4058823261395;JUNE;1
4058823261401;JUNE;1
4058823261418;JUNE;2
4058823261425;JUNE;2
4058823261432;JUNE;1
4058823261449;JUNE;1
4058823261463;JUNE;1
4058823261470;JUNE;1
4058823261487;JUNE;1
4058823261500;JUNE;1
4058823261524;JUNE;1
4058823261548;JUNE;1
4058823261562;JUNE;1
4058823267816;JUNE;1
4058823267830;JUNE;1
4058823267878;JUNE;1
4058823268042;JUNE;1
4058823268189;JUNE;1
4058823268615;JUNE;1
4058823268806;JUNE;1
4058823268813;JUNE;1
4058823268820;JUNE;1
4058823268844;JUNE;1
4058823269087;JUNE;1
4058823269117;JUNE;1
4058823269223;JUNE;1
4058823269230;JUNE;1
4058823269292;JUNE;1
4058823269537;JUNE;1
4058823273589;APRIL;2
4058823273596;APRIL;4
4058823273602;APRIL;6
4058823273619;APRIL;6
4058823273626;APRIL;3
4058823273633;APRIL;2
4058823273640;APRIL;4
4058823273657;APRIL;3
4058823273664;APRIL;3
4058823273671;APRIL;4
4058823273688;APRIL;7
4058823273695;APRIL;3
4058823273718;APRIL;3
4058823273725;APRIL;1
4058823273732;APRIL;6
4058823273749;APRIL;2
4058823273756;APRIL;3
4058823273763;APRIL;2
4058823273770;APRIL;2
4058823273787;APRIL;2
4058823273794;APRIL;3
4058823273817;APRIL;6
4058823273824;APRIL;3
4058823273831;APRIL;3
4058823273886;APRIL;4
4058823273893;APRIL;5
4058823273909;APRIL;5
4058823273930;APRIL;5
4058823273947;APRIL;5
4058823273954;APRIL;6
4058823273961;APRIL;8
4058823273978;APRIL;9
4058823273985;APRIL;7
4058823273992;APRIL;12
4058823274005;APRIL;9
4058823274128;APRIL;3
4058823274135;APRIL;5
4058823274142;APRIL;5
4058823274159;APRIL;4
4058823274371;APRIL;2
4058823274388;APRIL;3
4058823274395;APRIL;4
4058823274401;APRIL;3
4058823274418;APRIL;2
4058823274425;APRIL;2
4058823274449;APRIL;2
4058823274456;APRIL;4
4058823274463;APRIL;2
4058823274487;APRIL;2
4058823274609;APRIL;1
4058823274616;APRIL;3
4058823274623;APRIL;4
4058823274630;APRIL;1
4058823274647;APRIL;3
4058823275002;APRIL;6
4058823275019;APRIL;6
4058823275026;APRIL;1
4058823275033;APRIL;4
4058823275040;APRIL;1
4058823275149;APRIL;1
4058823275156;APRIL;1
4058823275163;APRIL;3
4058823275835;APRIL;7
4058823275842;APRIL;7
4058823275859;APRIL;8
4058823275866;APRIL;7
4058823275873;APRIL;4
4058823275880;APRIL;7
4058823275897;APRIL;4
4058823275903;APRIL;7
4058823275910;APRIL;4
4058823275927;APRIL;6
4058823275934;APRIL;16
4058823275941;APRIL;14
4058823275958;APRIL;16
4058823275965;APRIL;9
4058823275972;APRIL;3
4058823275989;APRIL;5
4058823276115;APRIL;8
4058823276122;APRIL;8
4058823276146;APRIL;3
4058823276184;APRIL;6
4058823276191;APRIL;5
4058823276207;APRIL;5
4058823276214;APRIL;5
4058823276221;APRIL;6
4058823276238;APRIL;3
4058823276245;APRIL;3
4058823276252;APRIL;4
4058823276269;APRIL;5
4058823276429;APRIL;7
4058823276436;APRIL;7
4058823276443;APRIL;3
4058823276450;APRIL;8
4058823276467;APRIL;1
4058823276474;APRIL;6
4058823276481;APRIL;3
4058823276498;APRIL;8
4058823276504;APRIL;8
4058823276511;APRIL;4
4058823276528;APRIL;2
4058823276535;APRIL;2
4058823276542;APRIL;1
4058823276559;APRIL;7
4058823276566;APRIL;3
4058823276573;APRIL;7
4058823276580;JUNE;8
4058823276597;JUNE;14
4058823276603;JUNE;3
4058823276610;JUNE;12
4058823276627;JUNE;3
4058823276634;JUNE;5
4058823276641;JUNE;12
4058823276658;JUNE;8
4058823276665;JUNE;6
4058823276672;JUNE;6
4058823276986;APRIL;5
4058823276993;APRIL;3
4058823277006;APRIL;1
4058823277013;APRIL;5
4058823277037;APRIL;4
4058823277044;APRIL;5
4058823277051;APRIL;5
4058823277082;APRIL;1
4058823277099;APRIL;1
4058823277105;APRIL;1
4058823277112;APRIL;1
4058823277181;APRIL;1
4058823277198;APRIL;2
4058823277204;APRIL;2
4058823277211;APRIL;4
4058823277228;APRIL;3
4058823277334;APRIL;11
4058823277341;APRIL;19
4058823277358;APRIL;6
4058823277365;APRIL;13
4058823277389;APRIL;12
4058823277396;APRIL;22
4058823277402;APRIL;7
4058823277419;APRIL;14
4058823277433;APRIL;11
4058823277440;APRIL;21
4058823277457;APRIL;7
4058823277464;APRIL;14
4058823277488;APRIL;8
4058823277495;APRIL;7
4058823277556;APRIL;8
4058823277563;APRIL;7
4058823277570;APRIL;9
4058823277631;APRIL;8
4058823277648;APRIL;6
4058823277655;APRIL;7
4058823277662;APRIL;4
4058823277679;APRIL;1
4058823277686;APRIL;3
4058823277693;APRIL;5
4058823277709;APRIL;2
4058823277716;APRIL;2
4058823277723;APRIL;2
4058823277730;APRIL;2
4058823277754;APRIL;2
4058823277914;APRIL;3
4058823277938;APRIL;1
4058823284530;JUNE;4
4058823284561;JUNE;3
4058823284585;JUNE;4
4058823284592;JUNE;13
4058823284615;JUNE;3
4058823284622;JUNE;12
4058823284639;JUNE;7
4058823284653;JUNE;5
4058823284660;JUNE;10
4058823284677;JUNE;11
4058823284691;JUNE;7
4058823284707;JUNE;16
4058823284714;JUNE;15
4058823284776;JUNE;6
4058823284783;JUNE;9
4058823284790;JUNE;6
4058823284820;JUNE;4
4058823284875;JUNE;5
4058823284905;JUNE;3
4058823284929;JUNE;4
4058823284936;JUNE;8
4058823284950;JUNE;10
4058823284967;JUNE;13
4058823284974;JUNE;9
4058823284998;JUNE;2
4058823285001;JUNE;7
4058823285018;JUNE;8
4058823285032;JUNE;3
4058823285049;JUNE;13
4058823285056;JUNE;8
4058823285063;JUNE;1
4058823285117;JUNE;4
4058823285124;JUNE;6
4058823285131;JUNE;3
4058823285162;JUNE;3
4058823286190;JUNE;4
4058823286206;JUNE;3
4058823286220;JUNE;6
4058823286237;JUNE;10
4058823286251;JUNE;10
4058823286268;JUNE;14
4058823286282;JUNE;14
4058823286299;JUNE;12
4058823286343;JUNE;11
4058823286350;JUNE;10
4058823286374;JUNE;5
4058823286381;JUNE;9
4058823294041;APRIL;3
4058823294058;APRIL;5
4058823294065;APRIL;27
4058823294072;APRIL;29
4058823294089;APRIL;39
4058823294102;APRIL;35
4058823294119;APRIL;10
4058823294126;APRIL;11
4058823294157;APRIL;6
4058823294164;APRIL;10
4058823294171;APRIL;15
4058823294188;APRIL;30
4058823294195;APRIL;47
4058823294218;APRIL;35
4058823294225;APRIL;18
4058823294232;APRIL;20
4058823294379;APRIL;10
4058823294386;APRIL;11
4058823294393;APRIL;8
4058823294409;APRIL;13
4058823294416;APRIL;25
4058823294430;APRIL;35
4058823294447;APRIL;5
4058823294454;APRIL;13
4058823294485;APRIL;5
4058823294492;APRIL;11
4058823294508;APRIL;15
4058823294515;APRIL;9
4058823294522;APRIL;24
4058823294546;APRIL;24
4058823294553;APRIL;11
4058823294560;APRIL;5
4058823294591;APRIL;10
4058823294607;APRIL;11
4058823294614;APRIL;10
4058823294621;APRIL;15
4058823294638;APRIL;22
4058823294652;APRIL;21
4058823294669;APRIL;10
4058823294676;APRIL;8
4058823299770;JUNE;1
4058823299794;JUNE;2
4058823299824;JUNE;1
4058823299855;JUNE;2
4058823299886;JUNE;1
4058823300346;JUNE;20
4058823300360;JUNE;16
4058823300384;JUNE;34
4058823300407;JUNE;34
4058823300421;JUNE;31
4058823300445;JUNE;17
4058823300469;JUNE;14
4058823301299;JUNE;1
4058823301312;JUNE;1
4058823301336;JUNE;2
4058823301350;JUNE;1
4058823301374;JUNE;1
4058823301541;JUNE;17
4058823301558;JUNE;18
4058823301572;JUNE;19
4058823301589;JUNE;13
4058823301602;JUNE;26
4058823301619;JUNE;14
4058823301633;JUNE;18
4058823301640;JUNE;17
4058823301664;JUNE;20
4058823301671;JUNE;15
4058823301695;JUNE;12
4058823301701;JUNE;13
4058823301725;JUNE;15
4058823301732;JUNE;13
4058823301787;JUNE;50
4058823301800;JUNE;61
4058823301817;JUNE;71
4058823301831;JUNE;100
4058823301848;JUNE;64
4058823301862;JUNE;91
4058823301879;JUNE;123
4058823301893;JUNE;55
4058823301909;JUNE;108
4058823301923;JUNE;34
4058823301930;JUNE;49
4058823301954;JUNE;19
4058823301961;JUNE;54
4058823301985;JUNE;25
4058823301992;JUNE;55
4058823304023;JUNE;23
4058823304047;JUNE;19
4058823304054;JUNE;25
4058823304085;JUNE;35
4058823304092;JUNE;21
4058823304122;JUNE;39
4058823304139;JUNE;42
4058823304160;JUNE;16
4058823304177;JUNE;49
4058823304207;JUNE;16
4058823304214;JUNE;18
4058823304252;JUNE;23
4058823304283;JUNE;18
4058823304344;JUNE;6
4058823304368;JUNE;3
4058823304375;JUNE;3
4058823304399;JUNE;8
4058823304405;JUNE;4
4058823304429;JUNE;6
4058823304436;JUNE;7
4058823304450;JUNE;6
4058823304467;JUNE;5
4058823304481;JUNE;2
4058823304498;JUNE;6
4058823304528;JUNE;6
4058823304559;JUNE;3
4058823304603;JUNE;7
4058823304627;JUNE;4
4058823304634;JUNE;8
4058823304658;JUNE;7
4058823304665;JUNE;6
4058823304689;JUNE;10
4058823304696;JUNE;7
4058823304719;JUNE;6
4058823304726;JUNE;12
4058823304740;JUNE;2
4058823304757;JUNE;6
4058823304788;JUNE;5
4058823304818;JUNE;2
4058823305174;JUNE;1
4058823305204;JUNE;2
4058823305235;JUNE;2
4058823307512;JUNE;1
4058823307536;JUNE;1
4058823307598;JUNE;1
4058823307635;JUNE;1
4058823307673;JUNE;1
4058823307987;JUNE;2
4058823309271;APRIL;8
4058823309288;APRIL;9
4058823309295;APRIL;7
4058823309301;APRIL;8
4058823309318;APRIL;10
4058823309363;APRIL;11
4058823309370;APRIL;5
4058823309387;APRIL;8
4058823309394;APRIL;2
4058823309400;APRIL;11
4058823309455;APRIL;9
4058823309462;APRIL;8
4058823309479;APRIL;6
4058823309486;APRIL;8
4058823309493;APRIL;9
4058823309547;APRIL;5
4058823309554;APRIL;6
4058823309561;APRIL;5
4058823309578;APRIL;6
4058823309585;APRIL;9
4058823310055;JUNE;5
4058823310086;JUNE;5
4058823310093;JUNE;3
4058823310147;JUNE;8
4058823310154;JUNE;3
4058823310178;JUNE;8
4058823310185;JUNE;5
4058823310628;APRIL;2
4058823310659;APRIL;2
4058823310666;APRIL;2
4058823310864;APRIL;1
4058823310871;APRIL;3
4058823310888;APRIL;5
4058823310895;APRIL;17
4058823310901;APRIL;33
4058823310918;APRIL;56
4058823310932;APRIL;63
4058823310949;APRIL;31
4058823310956;APRIL;27
4058823311373;JUNE;1
4058823311410;JUNE;5
4058823311427;JUNE;6
4058823311441;JUNE;6
4058823311458;JUNE;5
4058823311595;JUNE;10
4058823311601;JUNE;6
4058823311618;JUNE;8
4058823311625;JUNE;4
4058823311632;JUNE;3
4058823311656;JUNE;17
4058823311663;JUNE;9
4058823311670;JUNE;9
4058823311687;JUNE;7
4058823311694;JUNE;6
4058823311823;JUNE;1
4058823312042;JUNE;6
4058823312059;JUNE;5
4058823312073;JUNE;10
4058823312080;JUNE;2
4058823312431;JUNE;8
4058823312448;JUNE;5
4058823312455;JUNE;5
4058823312462;JUNE;10
4058823312479;JUNE;9
4058823312554;JUNE;8
4058823312561;JUNE;3
4058823312578;JUNE;5
4058823312585;JUNE;5
4058823312592;JUNE;9
4058823312615;JUNE;8
4058823312622;JUNE;4
4058823312639;JUNE;4
4058823312646;JUNE;2
4058823312653;JUNE;3
4058823312677;JUNE;5
4058823312684;JUNE;2
4058823312691;JUNE;2
4058823312707;JUNE;3
4058823312714;JUNE;7
4058823312974;JUNE;6
4058823312981;JUNE;1
4058823312998;JUNE;4
4058823313001;JUNE;3
4058823313018;JUNE;6
4058823315173;APRIL;6
4058823315180;APRIL;1
4058823315197;APRIL;2
4058823315210;APRIL;2
4058823315623;APRIL;7
4058823315630;APRIL;4
4058823315647;APRIL;6
4058823315654;APRIL;6
4058823315661;APRIL;5
4058823315791;APRIL;2
4058823315807;APRIL;5
4058823315869;APRIL;1
4058823315876;APRIL;1
4058823315883;APRIL;3
4058823315890;APRIL;2
4058823315906;APRIL;2
4058823316613;APRIL;2
4058823316637;APRIL;2
4058823316651;APRIL;2
4058823316712;APRIL;1
4058823316798;APRIL;1
4058823316811;APRIL;5
4058823316828;APRIL;2
4058823316835;APRIL;3
4058823317214;APRIL;1
4058823317221;APRIL;1
4058823317238;APRIL;1
4058823317245;APRIL;5
4058823317252;APRIL;2
4058823317276;APRIL;1
4058823317306;APRIL;8
4058823317313;APRIL;1
4058823317986;APRIL;1
4058823318075;APRIL;1
4058823318181;APRIL;1
4058823318198;APRIL;1
4058823318211;APRIL;2
4058823318471;APRIL;2
4058823318495;APRIL;2
4058823318501;APRIL;8
4058823318518;APRIL;3
4058823318563;APRIL;7
4058823318570;APRIL;1
4058823318587;APRIL;5
4058823318594;APRIL;5
4058823318600;APRIL;6
4058823318655;JUNE;6
4058823318662;JUNE;5
4058823318679;JUNE;7
4058823318686;JUNE;4
4058823318693;JUNE;4
4058823318921;APRIL;4
4058823318938;APRIL;2
4058823318945;APRIL;2
4058823318952;APRIL;10
4058823318969;APRIL;5
4058823319065;APRIL;4
4058823319409;APRIL;2
4058823319423;APRIL;1
4058823319430;APRIL;2
4058823319461;APRIL;2
4058823319478;APRIL;2
4058823319485;APRIL;1
4058823319492;APRIL;3
4058823319508;APRIL;1
4058823319591;APRIL;2
4058823319645;APRIL;5
4058823319652;APRIL;1
4058823319669;APRIL;2
4058823319676;APRIL;2
4058823319683;APRIL;2
4058823319881;APRIL;1
4058823319898;APRIL;3
4058823319928;APRIL;1
4058823319942;APRIL;2
4058823319959;APRIL;5
4058823319966;APRIL;6
4058823319973;APRIL;1
4058823320061;APRIL;2
4058823320078;APRIL;1
4058823320092;APRIL;2
4058823320108;APRIL;1
4058823321402;JUNE;10
4058823321419;JUNE;5
4058823321426;JUNE;4
4058823321433;JUNE;3
4058823321440;JUNE;1
4058823321457;JUNE;3
4058823321464;JUNE;3
4058823321471;JUNE;7
4058823321488;JUNE;8
4058823321495;JUNE;8
4058823321556;JUNE;8
4058823321587;JUNE;4
4058823321594;JUNE;2
4058823321600;JUNE;1
4058823321617;JUNE;1
4058823321624;JUNE;3
4058823321662;JUNE;8
4058823321679;JUNE;6
4058823321686;JUNE;5
4058823321693;JUNE;6
4058823321709;JUNE;4
4058823321822;JUNE;14
4058823321839;JUNE;11
4058823321846;JUNE;3
4058823321853;JUNE;11
4058823321860;JUNE;4
4058823321877;JUNE;11
4058823321884;JUNE;7
4058823321891;JUNE;4
4058823321907;JUNE;9
4058823321914;JUNE;4
4058823322195;JUNE;1
4058823322218;JUNE;1
4058823322379;JUNE;4
4058823322386;JUNE;4
4058823322393;JUNE;2
4058823322409;JUNE;3
4058823322485;JUNE;9
4058823322522;JUNE;2
4058823322553;JUNE;1
4058823322591;JUNE;2
4058823322621;JUNE;6
4058823322638;JUNE;9
4058823322645;JUNE;4
4058823322652;JUNE;3
4058823322676;JUNE;11
4058823322683;JUNE;5
4058823322690;JUNE;4
4058823322706;JUNE;2
4058823322720;JUNE;9
4058823322737;JUNE;12
4058823322744;JUNE;4
4058823322751;JUNE;3
4058823322775;JUNE;17
4058823322782;JUNE;11
4058823322799;JUNE;3
4058823322805;JUNE;5
4058823323123;APRIL;2
4058823323130;APRIL;1
4058823323147;APRIL;1
4058823325691;JUNE;15
4058823325721;JUNE;13
4058823325745;JUNE;6
4058823325752;JUNE;17
4058823325776;JUNE;9
4058823325783;JUNE;27
4058823325790;JUNE;14
4058823325813;JUNE;5
4058823325820;JUNE;26
4058823325837;JUNE;14
4058823325851;JUNE;9
4058823325868;JUNE;33
4058823325875;JUNE;16
4058823325882;JUNE;5
4058823325936;JUNE;5
4058823325943;JUNE;23
4058823325950;JUNE;13
4058823325967;JUNE;4
4058823325981;JUNE;7
4058823331562;APRIL;3
4058823331579;APRIL;4
4058823331586;APRIL;5
4058823331630;APRIL;4
4058823332057;JUNE;2
4058823332064;JUNE;14
4058823332088;JUNE;9
4058823332095;JUNE;17
4058823332101;JUNE;17
4058823332125;JUNE;11
4058823332132;JUNE;33
4058823332149;JUNE;16
4058823332163;JUNE;18
4058823332170;JUNE;18
4058823332187;JUNE;12
4058823332248;JUNE;17
4058823332255;JUNE;18
4058823332262;JUNE;18
4058823332286;JUNE;5
4058823332293;JUNE;9
4058823332392;JUNE;1
4058823332408;JUNE;15
4058823332422;JUNE;8
4058823332439;JUNE;29
4058823332446;JUNE;20
4058823332460;JUNE;17
4058823332477;JUNE;32
4058823332484;JUNE;23
4058823332507;JUNE;23
4058823332514;JUNE;30
4058823332521;JUNE;13
4058823332583;JUNE;13
4058823332590;JUNE;18
4058823332606;JUNE;23
4058823332620;JUNE;3
4058823332637;JUNE;18
4058823332989;JUNE;22
4058823333009;JUNE;17
4058823333016;JUNE;19
4058823333023;JUNE;27
4058823333030;JUNE;21
4058823333047;JUNE;29
4058823333054;JUNE;30
4058823333078;JUNE;23
4058823333085;JUNE;34
4058823333092;JUNE;21
4058823333153;JUNE;24
4058823333160;JUNE;22
